総額(万),家賃(万),管理費(円),物件名,間取り,面積,階,築年,構造,最寄り駅,徒歩(分),桜木町(分),路線,区,犯罪率(‰),所在地,敷/礼,バストイレ別,オートロック,エアコン,洗濯機置場,洗面台,モニタホン,宅配BOX,都市ガス,システムキッチン,IH,ガスコンロ可,物件ページ
5.4,5.2,2000,クレードル菊名,1R,16.5㎡,3,35,鉄骨,菊名,4,16,東急東横線,港北区,4.78,神奈川県横浜市港北区菊名6,敷 なし / 礼 なし,○,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000020962066a8c9ff60e5a3a3796257f3fd94629b6/
5.4,5.3,1000,第3三木ビル,1R,16.04㎡,4,35,鉄骨,尻手,14,22,JR南武線,鶴見区,5.87,神奈川県横浜市鶴見区矢向5,敷 5.3万円 / 礼 5.3万円,,,○,○,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/000002517905976a95e1f03561bded5f846678e3c246/
5.4,5.4,0,JR京浜東北・根岸線 大森駅 5階建 築41年,1R,15.85㎡,5,41,鉄骨,大森,19,25,JR京浜東北・根岸線,大田区,11.06,東京都大田区大森西2,敷 なし / 礼 なし,,,○,○,,○,,,,○,○,https://realestate.yahoo.co.jp/rent/detail/_00000299342389762b3207f7092d86cd2074d84469f9/
5.4,5.4,0,ウィズKYH,1R,19.25㎡,4,34,鉄骨鉄筋コンクリート,武蔵中原,19,34,JR南武線,高津区,4.95,神奈川県川崎市高津区千年,敷 なし / 礼 なし,○,,○,○,○,,,,○,,○,https://realestate.yahoo.co.jp/rent/detail/000001147167addd14bb5331cee817c844b624271820/
5.44,4.9,5400,JR京浜東北・根岸線 新子安駅 12階建 築39年,1R,16.87㎡,6,39,鉄骨鉄筋コンクリート,新子安,6,9,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区子安通3,敷 なし / 礼 なし,,○,○,,,,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_00000363959602d29a5996c1a18998960403d548cff9/
5.44,4.9,5400,メゾン・ド・エトレーヌ,1R,16.87㎡,6,39,鉄骨鉄筋コンクリート,新子安,6,9,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区子安通3,敷 なし / 礼 なし,,○,○,,○,,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000363959602d29a5996c1a18998960403d548cff9/
5.5,4.5,10000,マリオン横浜第四花ノ木,1R,16.32㎡,4,29,鉄筋コンクリート,蒔田,5,10,ブルーライン,南区,3.93,神奈川県横浜市南区宿町2,敷 なし / 礼 なし,,○,○,○,,,,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/000008902507f558834aae73fa493ac4cb703efbbbb0/
5.5,4.5,10000,横浜市営地下鉄ブルーライン 蒔田駅 5階建 築29年,1R,16.32㎡,4,29,鉄筋コンクリート,蒔田,5,10,ブルーライン,南区,3.93,神奈川県横浜市南区宿町2,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000008902379f558834aae73fa493ac4cb703efbbbb0/
5.5,4.5,10000,日興パレス横浜西,1R,17.27㎡,8,35,鉄骨鉄筋コンクリート,戸部,9,10,京急本線,西区,14.14,神奈川県横浜市西区中央2,敷 なし / 礼 4.5万円,,○,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/0000013778948902606402fa0e962d9c3edf97cd9b74/
5.5,4.5,10000,相模鉄道本線 西横浜駅 11階建 築35年,1R,17.27㎡,8,35,鉄骨鉄筋コンクリート,戸部,10,10,京急本線,西区,14.14,神奈川県横浜市西区中央2,敷 なし / 礼 4.5万円,,○,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_0000013778948902606402fa0e962d9c3edf97cd9b74/
5.5,4.5,10000,京急本線 生麦駅 5階建 築36年,1R,16.5㎡,3,36,鉄筋コンクリート,生麦,7,18,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区岸谷3,敷 なし / 礼 4.5万円,,,○,○,,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_0000037494919845986a2be93e0ff0be47abe8bd64f1/
5.5,4.5,10000,ホーユウコンフォルト岸谷,1R,16.5㎡,3,36,鉄筋コンクリート,生麦,6,18,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区岸谷3,敷 なし / 礼 4.5万円※,,,○,○,○,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/0000037494919845986a2be93e0ff0be47abe8bd64f1/
5.5,4.6,9000,JR横須賀線 新川崎駅 3階建 築39年,1R,26.5㎡,3,39,鉄骨,新川崎,20,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区南加瀬2,敷 なし / 礼 なし,,,○,○,,○,,,○,,,https://realestate.yahoo.co.jp/rent/detail/_000000892095523c93833804317b456a17c89664920d/
5.5,4.8,7000,ポートハイム宮元町第一,1R,17.28㎡,3,35,鉄筋コンクリート,蒔田,5,10,ブルーライン,南区,3.93,神奈川県横浜市南区宮元町1,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/00000113635164097f805324e0086f2a5f4f127534a3/
5.5,4.9,6000,JR京浜東北・根岸線 横浜駅 11階建 築39年,1R,16.16㎡,8,39,鉄骨鉄筋コンクリート,横浜,24,3,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区神奈川2,敷 なし / 礼 4.9万円,,,○,,,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_00000194237248dc475cd893a90e5b45eddc4ac7b7cb/
5.5,4.9,6000,トップ仲木戸,1R,16.16㎡,8,39,鉄骨鉄筋コンクリート,横浜,24,3,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区神奈川2,敷 なし / 礼 4.9万円※,,,○,,○,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000194237248dc475cd893a90e5b45eddc4ac7b7cb/
5.5,4.9,6000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 11階建 築34年,1R,16.32㎡,8,34,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市南区永楽町1,敷 なし / 礼 なし,,○,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000004041655e6d11e1cdf88b21f28555356f7822037/
5.5,4.9,6000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 地上11階建て 築34年,1R,16.32㎡,8,34,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市南区永楽町001,敷 なし / 礼 なし,,○,○,○,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000004626719e6d11e1cdf88b21f28555356f7822037/
5.5,4.9,6000,伊勢佐木町ダイカンプラザCityII,1R,16.32㎡,8,34,鉄骨鉄筋コンクリート,伊勢佐木長者町,6,4,ブルーライン,中区,11.11,神奈川県横浜市南区永楽町1,敷 なし / 礼 なし,,○,○,○,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000004626719e6d11e1cdf88b21f28555356f7822037/
5.5,4.9,6000,スカイコート西横浜第6,1R,16.25㎡,7,34,鉄骨鉄筋コンクリート,高島町,13,5,ブルーライン,西区,14.14,神奈川県横浜市西区中央2,敷 なし / 礼 なし,,○,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001194158c2b3cc245ac5fd7b9bec273d9a514607/
5.5,4.9,6000,パーク・ノヴァ横浜阪東橋,1R,17.19㎡,5,37,鉄骨鉄筋コンクリート,阪東橋,7,6,ブルーライン,南区,3.93,神奈川県横浜市南区浦舟町1,敷 なし / 礼 なし,,○,○,○,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001954505bd3d6337cfd58110535ec72af922551c/
5.5,4.9,6000,トップ仲木戸,1R,16.16㎡,8,39,鉄骨鉄筋コンクリート,東神奈川,7,6,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区神奈川2,敷 なし / 礼 なし,,,○,,,,,,,,○,https://realestate.yahoo.co.jp/rent/detail/000001942372ed967cffe2453b3de0b73e31fc0b9a31/
5.5,4.9,6000,シーズ西横浜,1R,16.53㎡,5,36,鉄骨鉄筋コンクリート,戸部,6,10,京急本線,西区,14.14,神奈川県横浜市西区中央1,敷 なし / 礼 4.9万円,,○,○,○,,○,○,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000011123605a450f068a47661da4c3652f976e2e62/
5.5,4.9,6000,メゾンカタキリ,1R,26.55㎡,3,39,鉄骨,新川崎,21,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区南加瀬2丁目,敷 なし / 礼 なし,,,○,○,○,○,,,,,,https://realestate.yahoo.co.jp/rent/detail/000000892095eb1e451b042578084dd821ce66d3097f/
5.5,4.9,6000,ライオンズマンション生麦南,1R,18.9㎡,8,36,鉄筋コンクリート,生麦,3,18,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区生麦1,敷 なし / 礼 なし,,○,○,○,○,,,,○,,,https://realestate.yahoo.co.jp/rent/detail/000006865969754ac96710f93437b9c28c978aa1b319/
5.5,5.0,5000,パークシティ横浜吉野町,1R,20.67㎡,3,35,鉄骨鉄筋コンクリート,阪東橋,6,6,ブルーライン,南区,3.93,神奈川県横浜市南区新川町1,敷 なし / 礼 なし,,○,○,○,○,,,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/000001099342e9e412487fc3d9da1300ddc663d03095/
5.5,5.0,5000,ライオンズマンション生麦第2,1R,18.12㎡,6,44,鉄骨鉄筋コンクリート,新子安,16,9,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区生麦1,敷 なし / 礼 なし,,○,○,,,○,,○,,,,https://realestate.yahoo.co.jp/rent/detail/00000412529316afad4f3f15fa2ced7c408f881cdef1/
5.5,5.0,5000,JR京浜東北・根岸線 新子安駅 9階建 築44年,1R,18.12㎡,6,44,鉄骨鉄筋コンクリート,新子安,18,9,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区生麦1,敷 なし / 礼 なし,,○,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/_00000412529316afad4f3f15fa2ced7c408f881cdef1/
5.5,5.0,5000,西横浜クリスコーポ,1R,18.46㎡,4,46,鉄筋コンクリート,戸部,13,10,京急本線,西区,14.14,神奈川県横浜市西区浜松町,敷 5万円※ / 礼 なし,,,○,,,,,○,○,○,○,https://realestate.yahoo.co.jp/rent/detail/000004439600c02385baab1ee406dded89bc62c0b251/
5.5,5.0,5000,相模鉄道本線 西横浜駅 7階建 築46年,1R,18.46㎡,4,46,鉄筋コンクリート,戸部,13,10,京急本線,西区,14.14,神奈川県横浜市西区浜松町,敷 5万円 / 礼 なし,,,○,,,,,○,○,○,○,https://realestate.yahoo.co.jp/rent/detail/_000004439600c02385baab1ee406dded89bc62c0b251/
5.5,5.0,5000,スカイコート白楽B棟,1R,16.25㎡,4,38,鉄筋コンクリート,東白楽,8,11,東急東横線,神奈川区,4.71,神奈川県横浜市神奈川区白楽,敷 5万円※ / 礼 なし,○,,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/0000023243968efe6f644b0f5b3a48ff6226af0b485d/
5.5,5.0,5000,川崎アーバンリズ,1R,16.7㎡,3,34,鉄骨鉄筋コンクリート,川崎,25,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区追分町,敷 5万円 / 礼 なし,,○,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001118221651e221daf8bfc08e7c7ff640332d49a/
5.5,5.0,5000,ライオンズマンション生麦 2,1R,18.12㎡,6,44,鉄骨鉄筋コンクリート,生麦,4,18,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区生麦1,敷 なし / 礼 なし,,○,○,,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000901152316afad4f3f15fa2ced7c408f881cdef1/
5.5,5.0,5000,パミール鶴ヶ峰,1R,27.67㎡,3,39,鉄筋コンクリート,鶴ケ峰,4,22,相鉄本線,旭区,4.61,神奈川県横浜市旭区鶴ケ峰002,敷 なし / 礼 1ヶ月,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000000983053f760e7e090028291a6fc27c8e63e4a25/
5.5,5.0,5000,相模鉄道本線 鶴ケ峰駅 地上3階建て 築39年,1R,27.67㎡,3,39,鉄筋コンクリート,鶴ケ峰,4,22,相鉄本線,旭区,4.61,神奈川県横浜市旭区鶴ケ峰002,敷 なし / 礼 1ヶ月,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_000000983053f760e7e090028291a6fc27c8e63e4a25/
5.5,5.0,5000,相模鉄道本線 鶴ケ峰駅 3階建 築39年,1R,27.67㎡,3,39,鉄筋コンクリート,鶴ケ峰,4,22,相鉄本線,旭区,4.61,神奈川県横浜市旭区鶴ケ峰2,敷 なし / 礼 5万円,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_000009046239f760e7e090028291a6fc27c8e63e4a25/
5.5,5.1,4000,ファーストホーム川崎,1R,17.04㎡,5,36,鉄骨,川崎,11,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区南町,敷 なし / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000040505342269979b19085e0d2b5d69aaafc2917d/
5.5,5.1,4000,JR京浜東北・根岸線 川崎駅 5階建 築36年,1R,17.04㎡,5,36,鉄骨,川崎,11,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区南町,敷 なし / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000040505342269979b19085e0d2b5d69aaafc2917d/
5.5,5.2,3000,JR京浜東北・根岸線 横浜駅 5階建 築41年,1R,14.66㎡,5,41,鉄筋コンクリート,横浜,28,3,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区西神奈川1,敷 5.2万円 / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000003562160e7442c4cde6b8069e9d7516b8ae09595/
5.5,5.2,3000,ハウスイセザキ,1R,20㎡,3,40,鉄骨,阪東橋,4,6,ブルーライン,南区,3.93,神奈川県横浜市中区末吉町3,敷 5.2万円 / 礼 なし※,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000046452277ea46d5540038353c1f864852cddc9c0/
5.5,5.2,3000,横浜市営地下鉄ブルーライン 吉野町駅 11階建 築33年,1R,14.82㎡,5,33,鉄骨鉄筋コンクリート,阪東橋,7,6,ブルーライン,南区,3.93,神奈川県横浜市南区二葉町2,敷 なし / 礼 5.2万円,,○,○,○,○,,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000001066082a2f91f1e497f299edbafa30796d3c6f6/
5.5,5.2,3000,トップ横浜東白楽,1R,14.66㎡,5,41,鉄筋コンクリート,東神奈川,5,6,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区西神奈川1,敷 5.2万円 / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000003562160e7442c4cde6b8069e9d7516b8ae09595/
5.5,5.2,3000,ヴァンハウス吉野町,1R,14.82㎡,5,33,鉄骨鉄筋コンクリート,吉野町,4,8,ブルーライン,南区,3.93,神奈川県横浜市南区二葉町2,敷 なし / 礼 5.2万円※,,○,○,○,○,,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001066082a2f91f1e497f299edbafa30796d3c6f6/
5.5,5.2,3000,Y・Tアクセス横浜,1R,16.2㎡,7,34,鉄筋コンクリート,戸部,8,10,京急本線,西区,14.14,神奈川県横浜市西区中央2,敷 5.2万円 / 礼 5.2万円,,○,○,○,,,○,,,○,,https://realestate.yahoo.co.jp/rent/detail/00000163979023f8093e4c29863a6570ea157827ec88/
5.5,5.2,3000,ライトマルシェ,1R,11.59㎡,3,18,軽量鉄骨,鶴見,20,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区市場東中町,敷 なし / 礼 なし,,○,○,○,○,○,,○,○,,○,https://realestate.yahoo.co.jp/rent/detail/000000867869e4d28136dd30b24d6632e0abed201a1d/
5.5,5.2,3000,京急本線 鶴見市場駅 3階建 築18年,1R,11.59㎡,3,18,鉄骨,鶴見市場,1,20,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区市場東中町,敷 なし / 礼 なし,,○,○,○,,○,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_000004135585e4d28136dd30b24d6632e0abed201a1d/
5.5,5.2,3000,JR京浜東北・根岸線 蒲田駅 7階建 築19年,1R,12.34㎡,3,19,鉄骨,蒲田,22,21,JR京浜東北・根岸線,大田区,11.06,東京都大田区大森中2,敷 5.2万円 / 礼 なし,,○,○,,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_000003748557f3c85a6baa44f10acf40a1ab6fc774a3/
5.5,5.2,3000,東海道本線 戸塚駅 6階建 築35年,1R,20㎡,3,35,鉄筋コンクリート,舞岡,34,22,ブルーライン,戸塚区,4.08,神奈川県横浜市戸塚区上倉田町,敷 なし / 礼 なし,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_000004028330f7e976466549a6d34a4a7b7833721bc3/
5.5,5.2,3000,東海道本線 戸塚駅 6階建 築37年,1R,16.8㎡,5,37,鉄筋コンクリート,戸塚,7,25,ブルーライン,戸塚区,4.08,神奈川県横浜市戸塚区戸塚町,敷 5.2万円 / 礼 5.2万円,○,○,○,○,○,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_0000010866597db11f24fc5c202f1a2a33a9f218acba/
5.5,5.2,3000,アックス横浜戸塚,1R,16.8㎡,5,37,鉄筋コンクリート,戸塚,7,25,ブルーライン,戸塚区,4.08,神奈川県横浜市戸塚区戸塚町,敷 5.2万円※ / 礼 5.2万円※,○,○,○,○,○,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/0000010866597db11f24fc5c202f1a2a33a9f218acba/
5.5,5.2,3000,グリーンヒルズ戸塚,1R,20㎡,4,35,鉄筋コンクリート,戸塚,18,25,ブルーライン,戸塚区,4.08,神奈川県横浜市戸塚区上倉田町,敷 なし / 礼 なし,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/00000402833013d69de2534c8e19c057f00e957382ba/
5.5,5.2,3000,パークハイム能見台,1R,15㎡,3,41,鉄筋コンクリート,能見台,2,29,京急本線,金沢区,5.5,神奈川県横浜市金沢区能見台通,敷 なし / 礼 なし,,,○,,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/00000229085069f2212d9b8a4affa1687602c62bd70b/
5.5,5.3,2000,横浜市営地下鉄ブルーライン 片倉町駅 7階建 築36年,1R,16.63㎡,6,36,鉄筋コンクリート,片倉町,7,13,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区三枚町,敷 なし / 礼 なし,,○,○,○,,,○,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/_000002404112a3255c3740aa9414a4d20b3e865d5856/
5.5,5.3,2000,クリオ片倉町六番館,1R,16.63㎡,6,36,鉄筋コンクリート,片倉町,7,13,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区三枚町,敷 なし / 礼 なし,,○,○,○,,,○,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/000002404112a3255c3740aa9414a4d20b3e865d5856/
5.5,5.3,2000,kハウス馬込,1R,12.15㎡,3,38,木造,西大井,20,19,JR横須賀線,大田区,11.06,東京都大田区南馬込2,敷 なし / 礼 なし,,,○,,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001015712dce55afa80f4462c2bc954c340d9c899/
5.5,5.3,2000,ハイムエリカ,1R,16.71㎡,3,35,鉄筋コンクリート,綱島,17,21,東急東横線,港北区,4.78,神奈川県横浜市港北区高田東4,敷 5.3万円 / 礼 5.3万円,,,○,○,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000001188056c7beb31063b58d31a72003702e773e78/
5.5,5.5,0,コスタ本牧壱番館,1R,16.2㎡,4,38,鉄筋コンクリート,山手,15,7,JR京浜東北・根岸線,中区,11.11,神奈川県横浜市中区本牧町1,敷 なし / 礼 5.5万円,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000008324299dea6e1b77b7f5e85a00fef27838ee196/
5.5,5.5,0,ヴァンハウス杉田,1R,15.87㎡,5,38,鉄筋コンクリート,新杉田,11,16,JR京浜東北・根岸線,磯子区,4.36,神奈川県横浜市磯子区杉田3,敷 5.5万円 / 礼 5.5万円,○,,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000014805092069398ac21710754f406287517add8b/
5.5,5.5,0,マイハート2,1R,17.17㎡,3,36,鉄骨,川崎,,16,JR京浜東北・根岸線,川崎区,10.65,神奈川県川崎市川崎区藤崎2,敷 5.5万円 / 礼 5.5万円,,,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/000001900548a7075fc19cad8ff54f32a9d9b82acb72/
5.5,5.5,0,大倉山ハイツ,1R,16㎡,3,38,鉄骨,大倉山,13,19,東急東横線,港北区,4.78,神奈川県横浜市港北区大倉山5,敷 5.5万円 / 礼 5.5万円,,,○,○,,○,,,,,,https://realestate.yahoo.co.jp/rent/detail/00000107135595412c9e786fb4e0be5095d3a9cd6549/
5.5,5.5,0,大倉山ハイツ,1R,16㎡,3,38,鉄骨,大倉山,13,19,東急東横線,港北区,4.78,神奈川県横浜市港北区大倉山5,敷 5.5万円 / 礼 5.5万円,,,○,○,,○,,,,,,https://realestate.yahoo.co.jp/rent/detail/000001071355bfcbfea33be1b2f9f1eacbf8e2916356/
5.5,5.5,0,スカイコート鶴見第5,1R,16.38㎡,4,36,その他,鶴見市場,3,20,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区市場大和町,敷 5.5万円 / 礼 5.5万円,,○,○,○,○,,,○,○,○,○,https://realestate.yahoo.co.jp/rent/detail/00000238091713f71d3cfcabf10d6de3a3fea1164744/
5.5,5.5,0,川崎西ダイカンプラザ,1R,15.5㎡,3,37,ALC,鶴見市場,6,20,京急本線,川崎区,10.65,神奈川県川崎市川崎区下並木,敷 5.5万円 / 礼 なし,,,○,,,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000004390266aae1d33cfb415ba677aad677c5b4cf0a/
5.5,5.5,0,京急本線 鶴見市場駅 3階建 築37年,1R,15.5㎡,3,37,鉄骨,鶴見市場,6,20,京急本線,川崎区,10.65,神奈川県川崎市川崎区下並木,敷 5.5万円 / 礼 なし,,,○,,,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_000007986751aae1d33cfb415ba677aad677c5b4cf0a/
5.5,5.5,0,コンドレア綱島西,1R,18.66㎡,4,40,鉄筋コンクリート,綱島,7,21,東急東横線,港北区,4.78,神奈川県横浜市港北区綱島西2,敷 5.5万円 / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000108279255a409f68eaff2f985b77da1546d30e5/
5.5,5.5,0,東急東横線 日吉駅 4階建 築40年,1R,12.56㎡,3,40,鉄筋コンクリート,日吉,10,22,東急東横線,港北区,4.78,神奈川県横浜市港北区箕輪町3,敷 5.5万円 / 礼 5.5万円,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_000000881719c1b3cbf2a83a4768417eee1c2f534034/
5.5,5.5,0,メゾン・ド・アンビアンス,1R,12.56㎡,3,40,鉄筋コンクリート,日吉,8,22,東急東横線,港北区,4.78,神奈川県横浜市港北区箕輪町3,敷 5.5万円 / 礼 5.5万円,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000000881719c1b3cbf2a83a4768417eee1c2f534034/
5.5,5.5,0,ライオンズマンション新川崎第2,1R,16.8㎡,6,33,鉄筋コンクリート,矢向,25,24,JR南武線,幸区,5.98,神奈川県川崎市幸区小向西町1,敷 5.5万円 / 礼 5.5万円,,,○,○,,,○,○,,,,https://realestate.yahoo.co.jp/rent/detail/0000090365551969aa1a9ecd1751a52761794a22cfc0/
5.5,5.5,0,東急東横線 多摩川駅 3階建 築39年,1R,14.5㎡,3,39,鉄筋コンクリート,多摩川,17,27,東急東横線,大田区,11.06,東京都大田区田園調布5,敷 なし / 礼 なし,,,○,○,,,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000001447347cd186d37e6fd625fec4e2ada351f68ec/
5.5,5.5,0,トレンチタウン,1R,17.79㎡,4,36,鉄骨,武蔵新城,16,36,JR南武線,高津区,4.95,神奈川県川崎市高津区坂戸3,敷 なし / 礼 なし,,,○,,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000098413040ae3ade07fdd86891159985b6adc102/
5.54,5.0,5400,JR京浜東北・根岸線 新子安駅 12階建 築39年,1R,16.87㎡,4,39,鉄骨鉄筋コンクリート,新子安,6,9,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区子安通3,敷 なし / 礼 なし,,○,○,○,,,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000003639596dfe59cad73e6d152cf7167f6c090bac5/
5.54,5.0,5400,メゾン・ド・エトレーヌ,1R,16.87㎡,4,39,鉄骨鉄筋コンクリート,新子安,6,9,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区子安通3,敷 なし / 礼 なし,,○,○,○,○,,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000003639596dfe59cad73e6d152cf7167f6c090bac5/
5.6,5.2,4000,横浜市営地下鉄ブルーライン 阪東橋駅 11階建 築35年,1R,17.82㎡,9,35,鉄骨鉄筋コンクリート,阪東橋,2,6,ブルーライン,南区,3.93,神奈川県横浜市南区高根町1,敷 5.2万円 / 礼 なし,,○,○,,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000001782206fa2d190fe3959c4d6df94298f4694d64/
5.6,5.2,4000,横浜市営地下鉄ブルーライン 阪東橋駅 11階建 築35年,1R,17.67㎡,5,35,鉄骨鉄筋コンクリート,阪東橋,2,6,ブルーライン,南区,3.93,神奈川県横浜市南区高根町1,敷 5.2万円 / 礼 なし,,○,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000001782206431315a0094d476b24f75d486e7a0405/
5.6,5.2,4000,高嶺グリーンハイツ,1R,17.82㎡,9,35,鉄骨鉄筋コンクリート,阪東橋,3,6,ブルーライン,南区,3.93,神奈川県横浜市南区高根町1,敷 5.2万円 / 礼 なし,,○,○,,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001782206fa2d190fe3959c4d6df94298f4694d64/
5.6,5.2,4000,高嶺グリーンハイツ,1R,17.67㎡,5,35,鉄骨鉄筋コンクリート,阪東橋,3,6,ブルーライン,南区,3.93,神奈川県横浜市南区高根町1,敷 5.2万円 / 礼 なし,,○,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001782206431315a0094d476b24f75d486e7a0405/
5.6,5.2,4000,日興パレス伊勢佐木町北,1R,20.66㎡,4,38,鉄骨鉄筋コンクリート,阪東橋,3,6,ブルーライン,南区,3.93,神奈川県横浜市中区末吉町3,敷 5.2万円 / 礼 なし,,○,,,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000244424925518d731899e0f5fcf55d24d592d3ae/
5.6,5.3,3000,JR京浜東北・根岸線 鶴見駅 3階建 築13年,1R,16.28㎡,3,13,木造,鶴見,,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区東寺尾4,敷 5.3万円 / 礼 5.3万円,○,,○,○,,○,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_00000313734567c3ff39074f41712e298992013b035d/
